,Operatore,Profilo,Velocità (down/up),Territorio,Periodo,Tipo,Media,Dev. Std.,Min,Max,TP%,Misure,Anno
148,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Nazionale,"
Lug2014Dic2014
",Ping,51ms,"7,4", ,"
64ms
",0%,354178,2014
149,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Nazionale,"
Lug2014Dic2014
",Upload,507.0kbps,"10,2",505.0kbps,510.0kbps,,700702,2014
150,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Lug2014Dic2014
",Download,"6,7Mbps","120,4","6,6Mbps","6,7Mbps",,600353,2014
151,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Lug2014Dic2014
",Ping,14ms,5, ,"
26ms
",0%,300059,2014
152,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Lug2014Dic2014
",Upload,421.0kbps,"14,4",400.0kbps,430.0kbps,,600304,2014
153,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2014Dic2014
",Download,"16,3Mbps","561,2","15,4Mbps","16,8Mbps",,239617,2014
154,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2014Dic2014
",Ping,12ms,"4,3", ,"
21ms
",0%,119788,2014
155,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2014Dic2014
",Upload,833.0kbps,"17,8",808.0kbps,841.0kbps,,239602,2014
0,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"5,7Mbps","614,8","4,6Mbps","6,2Mbps",,33940,2015
1,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,51ms,"3,7", ,"
61ms
",0%,16966,2015
2,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,487.0kbps,"1,9",484.0kbps,488.0kbps,,33940,2015
3,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"12,7Mbps","1665,7","9,1Mbps","15,0Mbps",,33798,2015
4,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,31ms,"3,9", ,"
40ms
",0%,16877,2015
5,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,499.0kbps,"3,2",497.0kbps,499.0kbps,,33775,2015
6,Aruba,ADSL20Mb/384kb,"
20,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"15,7Mbps","1491,3","13,3Mbps","17,4Mbps",,71951,2015
7,Aruba,ADSL20Mb/384kb,"
20,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,12ms,"14,7", ,"
26ms
",0%,35977,2015
8,Aruba,ADSL20Mb/384kb,"
20,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,400.0kbps,"4,8",396.0kbps,402.0kbps,,71958,2015
9,Aruba,ADSL7Mb/384kb,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"6,8Mbps","69,5","6,7Mbps","6,9Mbps",,101962,2015
10,Aruba,ADSL7Mb/384kb,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,13ms,"6,7", ,"
25ms
",0%,50974,2015
11,Aruba,ADSL7Mb/384kb,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,401.0kbps,"4,1",396.0kbps,402.0kbps,,101951,2015
12,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"7,7Mbps","69,7","7,7Mbps","7,7Mbps",,42359,2015
13,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,33ms,"119,8", ,"
30ms
",0%,21179,2015
14,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,360.0kbps,"6,3",344.0kbps,362.0kbps,,42360,2015
15,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"1,9Mbps","14,6","1,9Mbps","2,0Mbps",,42480,2015
16,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,20ms,"137,7", ,"
17ms
",0%,21239,2015
17,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,360.0kbps,"8,9",338.0kbps,363.0kbps,,42480,2015
18,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"5,7Mbps","1195,2","2,4Mbps","6,8Mbps",,449762,2015
19,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,27ms,"11,6", ,"
47ms
",0%,224844,2015
20,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,614.0kbps,"152,1",217.0kbps,781.0kbps,,449354,2015
21,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"5,9Mbps","1430,5","3,2Mbps","6,8Mbps",,552322,2015
22,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,31ms,"13,9", ,"
58ms
",0%,276114,2015
23,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,282.0kbps,"152,7",164.0kbps,779.0kbps,,552203,2015
24,ColtTelecom,"IPAccess,BusinessAccessPack","
4,1Mbps4,1Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"5,4Mbps",253,"5,2Mbps","5,4Mbps",,42540,2015
25,ColtTelecom,"IPAccess,BusinessAccessPack","
4,1Mbps4,1Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,6ms,"0,5", ,"
6ms
",0%,21270,2015
26,ColtTelecom,"IPAccess,BusinessAccessPack","
4,1Mbps4,1Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,"6,2Mbps","181,6","6,2Mbps","6,2Mbps",,42540,2015
27,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"5,9Mbps","1111,8","3,9Mbps","6,9Mbps",,684438,2015
28,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,21ms,"10,3", ,"
41ms
",0%,342219,2015
29,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,488.0kbps,"82,8",250.0kbps,605.0kbps,,684418,2015
30,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"6,4Mbps","872,6","4,9Mbps","7,2Mbps",,461788,2015
31,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,20ms,"17,8", ,"
47ms
",0%,230846,2015
32,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,637.0kbps,"171,5",373.0kbps,812.0kbps,,461697,2015
33,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"9,7Mbps","1330,5","9,4Mbps","13,8Mbps",,201462,2015
34,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,9ms,"6,7", ,"
27ms
",0%,100836,2015
35,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,"8,6Mbps","2504,5",496.0kbps,"9,4Mbps",,201229,2015
36,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"10,2Mbps","683,3","10,0Mbps","10,5Mbps",,576676,2015
37,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,23ms,"16,2", ,"
36ms
",0%,289397,2015
38,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,840.0kbps,"53,3",800.0kbps,868.0kbps,,576155,2015
39,Intred,ADSL7Mega,"
7,0Mbps704.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"5,9Mbps","754,5","3,8Mbps","6,3Mbps",,31199,2015
40,Intred,ADSL7Mega,"
7,0Mbps704.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,40ms,2, ,"
41ms
",0%,15594,2015
41,Intred,ADSL7Mega,"
7,0Mbps704.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,683.0kbps,"2,8",683.0kbps,685.0kbps,,31200,2015
42,LineaCom,"E4BfBusiness,Cremafibra","
30,0Mbps30,7Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"16,9Mbps","5909,9","9,0Mbps","28,6Mbps",,41810,2015
43,LineaCom,"E4BfBusiness,Cremafibra","
30,0Mbps30,7Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,7ms,"8,8", ,"
26ms
",0%,20881,2015
44,LineaCom,"E4BfBusiness,Cremafibra","
30,0Mbps30,7Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,"1,5Mbps","16,9","1,5Mbps","1,5Mbps",,41643,2015
45,SiPortal,SiAdsl7Mega,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"6,0Mbps","239,5","5,8Mbps","6,1Mbps",,23357,2015
46,SiPortal,SiAdsl7Mega,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,32ms,"1,4", ,"
34ms
",0%,11668,2015
47,SiPortal,SiAdsl7Mega,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,172.0kbps,"1,1",172.0kbps,173.0kbps,,23347,2015
48,Terra,FlyCombi,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"3,7Mbps","450,6","2,7Mbps","4,0Mbps",,42580,2015
49,Terra,FlyCombi,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,19ms,"9,5", ,"
24ms
",0%,21252,2015
50,Terra,FlyCombi,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,499.0kbps,"7,4",497.0kbps,500.0kbps,,42548,2015
51,Terra,"FlyCombi,FlyDualCombi,FlyConnectADSL","
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"5,8Mbps",860,"3,7Mbps","6,4Mbps",,42449,2015
52,Terra,"FlyCombi,FlyDualCombi,FlyConnectADSL","
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,19ms,"9,5", ,"
22ms
",0%,21201,2015
53,Terra,"FlyCombi,FlyDualCombi,FlyConnectADSL","
7,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,538.0kbps,8,535.0kbps,539.0kbps,,42460,2015
54,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"6,5Mbps","177,5","6,2Mbps","6,6Mbps",,849242,2015
55,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,52ms,"12,9", ,"
62ms
",0%,424553,2015
56,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,396.0kbps,"25,9",391.0kbps,400.0kbps,,849220,2015
57,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"9,2Mbps","357,1","8,5Mbps","9,5Mbps",,872858,2015
58,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,38ms,"22,2", ,"
46ms
",0%,436328,2015
59,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,857.0kbps,70,777.0kbps,966.0kbps,,872550,2015
60,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"7,0Mbps","735,7","6,5Mbps","7,0Mbps",,428711,2015
61,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"15,4Mbps",1276,"13,5Mbps","16,9Mbps",,331141,2015
62,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"3,9Mbps","403,7","3,3Mbps","4,4Mbps",,144876,2015
63,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,34ms,"13,7", ,"
52ms
",0%,72101,2015
64,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,541.0kbps,"90,5",413.0kbps,673.0kbps,,144731,2015
65,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"7,5Mbps","481,6","7,4Mbps","7,7Mbps",,699229,2015
66,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,50ms,"9,6", ,"
64ms
",0%,351712,2015
67,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,507.0kbps,"7,3",505.0kbps,510.0kbps,,699994,2015
68,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Download,"6,7Mbps","78,6","6,6Mbps","6,7Mbps",,609208,2015
69,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Ping,15ms,"5,9", ,"
27ms
",0%,304558,2015
70,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Gen2015Giu2015
",Upload,423.0kbps,"9,1",403.0kbps,430.0kbps,,609199,2015
71,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Download,"16,4Mbps","450,2","15,8Mbps","16,8Mbps",,182492,2015
72,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Ping,13ms,"5,4", ,"
23ms
",0%,91220,2015
73,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2015Giu2015
",Upload,833.0kbps,"10,3",809.0kbps,840.0kbps,,182494,2015
74,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"5,4Mbps","526,1","4,1Mbps","6,1Mbps",,37342,2015
75,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,51ms,"2,5", ,"
56ms
",0%,18684,2015
76,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,487.0kbps,"2,1",485.0kbps,488.0kbps,,37360,2015
77,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"13,9Mbps","1320,7","11,7Mbps","14,9Mbps",,37297,2015
78,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Ping,30ms,"2,5", ,"
35ms
",0%,18641,2015
79,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Upload,494.0kbps,4,492.0kbps,499.0kbps,,37280,2015
80,Aruba,ADSL20Mb/384kb,"
20,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"15,3Mbps","1755,6","13,6Mbps","17,7Mbps",,57037,2015
81,Aruba,ADSL20Mb/384kb,"
20,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,12ms,"10,7", ,"
14ms
",0%,28477,2015
82,Aruba,ADSL20Mb/384kb,"
20,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,399.0kbps,"13,3",396.0kbps,402.0kbps,,57017,2015
83,Aruba,ADSL7Mb/384kb,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"6,8Mbps","405,8","6,7Mbps","6,8Mbps",,74325,2015
84,Aruba,ADSL7Mb/384kb,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,13ms,"12,6", ,"
14ms
",0%,37110,2015
85,Aruba,ADSL7Mb/384kb,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,399.0kbps,"12,2",393.0kbps,402.0kbps,,74273,2015
86,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"7,7Mbps","70,2","7,7Mbps","7,7Mbps",,44505,2015
87,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,32ms,"108,7", ,"
30ms
",0%,22250,2015
88,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,360.0kbps,"6,3",344.0kbps,362.0kbps,,44500,2015
89,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"1,9Mbps","26,6","1,9Mbps","2,0Mbps",,44315,2015
90,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,20ms,"128,5", ,"
16ms
",0%,22161,2015
91,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,360.0kbps,"9,4",338.0kbps,363.0kbps,,44320,2015
92,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"6,5Mbps",2326,"2,7Mbps","12,7Mbps",,526777,2015
93,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,27ms,"10,6", ,"
45ms
",0%,263362,2015
94,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,637.0kbps,"169,1",218.0kbps,910.0kbps,,525438,2015
95,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"5,9Mbps","1021,3","3,6Mbps","6,7Mbps",,617492,2015
96,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Ping,32ms,11, ,"
50ms
",0%,308621,2015
97,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Upload,270.0kbps,140,165.0kbps,757.0kbps,,617212,2015
98,ColtTelecom,"IPAccess,BusinessAccessPack","
4,1Mbps4,1Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"5,2Mbps","570,4","4,1Mbps","5,4Mbps",,38127,2015
99,ColtTelecom,"IPAccess,BusinessAccessPack","
4,1Mbps4,1Mbps
",Nazionale,"
Lug2015Dic2015
",Ping,287ms,"4164,2", ,"
6ms
",0%,19080,2015
100,ColtTelecom,"IPAccess,BusinessAccessPack","
4,1Mbps4,1Mbps
",Nazionale,"
Lug2015Dic2015
",Upload,"6,0Mbps",396,"5,1Mbps","6,2Mbps",,37456,2015
101,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"5,7Mbps","1255,4","3,2Mbps","6,9Mbps",,695403,2015
102,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"6,1Mbps","1046,5","4,0Mbps","7,2Mbps",,564838,2015
103,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"9,4Mbps","374,5","9,4Mbps","9,4Mbps",,104387,2015
104,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Nazionale,"
Lug2015Dic2015
",Ping,8ms,"3,5", ,"
12ms
",0%,53538,2015
105,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Nazionale,"
Lug2015Dic2015
",Upload,"9,3Mbps","199,1","9,1Mbps","9,4Mbps",,103190,2015
106,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"10,1Mbps","871,4","9,1Mbps","10,5Mbps",,539295,2015
107,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Ping,20ms,"8,8", ,"
32ms
",0%,275351,2015
108,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Upload,827.0kbps,"86,3",716.0kbps,868.0kbps,,534721,2015
109,Intred,ADSL7Mega,"
7,0Mbps704.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"6,0Mbps","618,1","4,7Mbps","6,3Mbps",,21838,2015
110,Intred,ADSL7Mega,"
7,0Mbps704.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,39ms,"1,7", ,"
41ms
",0%,10912,2015
111,Intred,ADSL7Mega,"
7,0Mbps704.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,685.0kbps,"2,2",684.0kbps,685.0kbps,,21840,2015
112,LineaCom,"E4BfBusiness,Cremafibra","
30,0Mbps30,7Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"18,8Mbps",5521,"13,6Mbps","28,7Mbps",,44189,2015
113,LineaCom,"E4BfBusiness,Cremafibra","
30,0Mbps30,7Mbps
",Nazionale,"
Lug2015Dic2015
",Ping,5ms,4, ,"
6ms
",0%,22073,2015
114,LineaCom,"E4BfBusiness,Cremafibra","
30,0Mbps30,7Mbps
",Nazionale,"
Lug2015Dic2015
",Upload,"1,5Mbps","17,7","1,5Mbps","1,5Mbps",,44166,2015
115,SiPortal,SiAdsl7Mega,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"6,1Mbps","130,2","5,9Mbps","6,3Mbps",,44000,2015
116,SiPortal,SiAdsl7Mega,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,31ms,"2,1", ,"
34ms
",0%,22007,2015
117,SiPortal,SiAdsl7Mega,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,171.0kbps,"1,3",169.0kbps,173.0kbps,,44016,2015
118,Terra,FlyCombi,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"3,9Mbps","245,9","3,7Mbps","4,0Mbps",,43867,2015
119,Terra,FlyCombi,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,21ms,"9,4", ,"
38ms
",0%,21923,2015
120,Terra,FlyCombi,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,499.0kbps,"6,7",495.0kbps,500.0kbps,,43897,2015
121,Terra,"FlyCombi,FlyDualCombi,FlyConnectADSL","
7,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"6,1Mbps",837,"4,2Mbps","6,7Mbps",,44010,2015
122,Terra,"FlyCombi,FlyDualCombi,FlyConnectADSL","
7,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,22ms,"9,4", ,"
38ms
",0%,21977,2015
123,Terra,"FlyCombi,FlyDualCombi,FlyConnectADSL","
7,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,537.0kbps,"7,9",532.0kbps,539.0kbps,,43977,2015
124,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"6,5Mbps","218,5","6,4Mbps","6,6Mbps",,933456,2015
125,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,53ms,"9,2", ,"
62ms
",0%,466732,2015
126,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,395.0kbps,"24,5",393.0kbps,400.0kbps,,933371,2015
127,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"9,2Mbps","421,3","8,5Mbps","9,5Mbps",,815252,2015
128,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Ping,38ms,"16,2", ,"
46ms
",0%,407579,2015
129,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Upload,851.0kbps,"72,2",697.0kbps,961.0kbps,,815050,2015
130,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"7,0Mbps","1020,6","6,4Mbps","7,0Mbps",,376537,2015
131,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2015Dic2015
",Download,"15,1Mbps","1595,6","13,5Mbps","16,6Mbps",,349487,2015
132,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"3,8Mbps","291,9","3,5Mbps","4,0Mbps",,113519,2015
133,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,29ms,"12,1", ,"
53ms
",0%,56659,2015
134,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2015Dic2015
",Upload,521.0kbps,"81,5",412.0kbps,673.0kbps,,113462,2015
135,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Nazionale,"
Lug2015Dic2015
",Download,"7,5Mbps","460,4","6,9Mbps","7,7Mbps",,692672,2015
136,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Nazionale,"
Lug2015Dic2015
",Ping,50ms,"8,6", ,"
68ms
",0%,345582,2015
