,Operatore,Profilo,Velocità (down/up),Territorio,Periodo,Tipo,Media,Dev. Std.,Min,Max,TP%,Misure,Anno
56,Eolo,Formula,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,11ms,"1,4", ,"
13ms
",0%,5933,2015
57,Eolo,Formula,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Upload,780.0kbps,"22,8",700.0kbps,787.0kbps,,11880,2015
58,Fastweb,"Superjet,Joy,Jet","
6,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,0ms,0, ,"
ms
",0%,0,2015
59,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,0ms,0, ,"
ms
",0%,0,2015
60,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Piemonte,"
Lug2015Dic2015
",Download,"9,4Mbps","335,4","9,4Mbps","9,4Mbps",,36465,2015
61,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,7ms,"4,1", ,"
9ms
",0%,18428,2015
62,Fastweb,"Superjet,Joy,Jet","
10,0Mbps10,2Mbps
",Piemonte,"
Lug2015Dic2015
",Upload,"9,2Mbps","175,1","9,1Mbps","9,4Mbps",,36573,2015
63,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Download,"10,3Mbps","636,1","10,4Mbps","10,4Mbps",,26401,2015
64,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,11ms,"5,8", ,"
20ms
",0%,13268,2015
65,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Upload,867.0kbps,"3,4",864.0kbps,869.0kbps,,26432,2015
66,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,0ms,0, ,"
ms
",0%,0,2015
67,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Download,"15,3Mbps","2695,2","9,7Mbps","17,3Mbps",,21118,2015
68,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,30ms,3, ,"
33ms
",0%,10830,2015
69,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Upload,864.0kbps,"1,5",861.0kbps,865.0kbps,,21140,2015
70,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Piemonte,"
Lug2015Dic2015
",Download,"6,5Mbps",155,"6,5Mbps","6,6Mbps",,32580,2015
71,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Piemonte,"
Lug2015Dic2015
",Ping,46ms,"6,4", ,"
46ms
",0%,16290,2015
72,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Piemonte,"
Lug2015Dic2015
",Upload,400.0kbps,"27,1",395.0kbps,398.0kbps,,32580,2015
73,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Download,"9,2Mbps","171,9","9,2Mbps","9,2Mbps",,32218,2015
74,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,31ms,5, ,"
31ms
",0%,16110,2015
75,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Upload,959.0kbps,"20,7",940.0kbps,968.0kbps,,32220,2015
76,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Piemonte,"
Lug2015Dic2015
",Download,"7,7Mbps","81,3","7,7Mbps","7,7Mbps",,40120,2015
77,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Piemonte,"
Lug2015Dic2015
",Ping,40ms,"1,3", ,"
41ms
",0%,20049,2015
78,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Piemonte,"
Lug2015Dic2015
",Upload,510.0kbps,"2,1",509.0kbps,510.0kbps,,40000,2015
79,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Piemonte,"
Lug2015Dic2015
",Download,"6,7Mbps","22,3","6,7Mbps","6,7Mbps",,43396,2015
80,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Piemonte,"
Lug2015Dic2015
",Ping,13ms,"2,3", ,"
16ms
",0%,21695,2015
81,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Piemonte,"
Lug2015Dic2015
",Upload,427.0kbps,"0,6",426.0kbps,427.0kbps,,43400,2015
82,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Download,"16,2Mbps",565,"15,2Mbps","16,6Mbps",,12859,2015
83,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Ping,12ms,"1,8", ,"
14ms
",0%,6429,2015
84,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2015Dic2015
",Upload,837.0kbps,"1,4",836.0kbps,838.0kbps,,12860,2015
85,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Piemonte,"
Lug2016Dic2016
",Ping,"15,7ms","1,8", ,"
16,4ms
",0%,31500,2016
86,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"23,1ms","2,4", ,"
24,2ms
",0%,30664,2016
87,Eolo,Formula,"
7,0Mbps512.0kbps
",Piemonte,"
Lug2016Dic2016
",Ping,"16,7ms","27,1", ,"
41,5ms
",0%,18824,2016
88,Eolo,Formula,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"14,8ms","19,5", ,"
24,8ms
",0%,31052,2016
89,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"11,5ms","3,6", ,"
13,2ms
",0%,30692,2016
90,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"23,6ms","0,7", ,"
24,6ms
",0%,5164,2016
91,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"25,7ms","2,7", ,"
27,4ms
",0%,19552,2016
92,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"15,1ms","87,7", ,"
13,5ms
",0%,30140,2016
93,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"10,5ms","20,6", ,"
11,1ms
",0%,31356,2016
94,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"32,3ms","7,2", ,"
34ms
",0%,36384,2016
95,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Piemonte,"
Lug2016Dic2016
",Ping,"14,0ms","2,0", ,"
17,0ms
",0%,23320,2016
96,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2016Dic2016
",Ping,"11,2ms","2,2", ,"
12,2ms
",0%,20316,2016
97,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Piemonte,"
Lug2017Dic2017
",Download,"6,4Mbps","247,3","6,4Mbps",,,7248,2017
98,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Piemonte,"
Lug2017Dic2017
",Ping,"15,6ms","2,6", ,"
16,1ms
",0%,28992,2017
99,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Piemonte,"
Lug2017Dic2017
",Upload,897.7kbps,"21,3",896.7kbps,,,7248,2017
100,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"6,4Mbps","158,3","6,4Mbps",,,6066,2017
101,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"22,9ms","2,4", ,"
24,1ms
",0%,24264,2017
102,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,205.2kbps,"1609,1",225.8kbps,,,6066,2017
103,Eolo,Formula,"
7,0Mbps512.0kbps
",Piemonte,"
Lug2017Dic2017
",Download,"6,8Mbps","1131,9","4,3Mbps",,,5722,2017
104,Eolo,Formula,"
7,0Mbps512.0kbps
",Piemonte,"
Lug2017Dic2017
",Ping,"12,1ms","17,3", ,"
13,9ms
",0%,22888,2017
105,Eolo,Formula,"
7,0Mbps512.0kbps
",Piemonte,"
Lug2017Dic2017
",Upload,522.6kbps,"18,2",518.5kbps,,,5722,2017
106,Eolo,Formula,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"7,2Mbps","854,7","5,2Mbps",,,7060,2017
107,Eolo,Formula,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"11,0ms","6,9", ,"
12,4ms
",0%,28240,2017
108,Eolo,Formula,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,797.7kbps,"114,0",463.4kbps,,,7060,2017
109,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"12,2Mbps","2696,9","11,0Mbps",,,694,2017
110,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"10,7ms","5,2", ,"
25,3ms
",0%,2776,2017
111,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,901.0kbps,"12,3",901.1kbps,,,694,2017
112,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"18,3Mbps","616,7","18,3Mbps",,,7304,2017
113,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"20,8ms","10,0", ,"
26,6ms
",0%,29216,2017
114,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,901.7kbps,"24,2",901.2kbps,,,7304,2017
115,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Piemonte,"
Lug2017Dic2017
",Download,"6,9Mbps","64,1","6,8Mbps",,,5668,2017
116,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Piemonte,"
Lug2017Dic2017
",Ping,"35,8ms","1,8", ,"
37,2ms
",0%,22672,2017
117,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Piemonte,"
Lug2017Dic2017
",Upload,414.9kbps,"2,3",413.0kbps,,,5669,2017
118,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"9,8Mbps","1,7","9,8Mbps",,,1205,2017
119,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"25,5ms","0,9", ,"
26,8ms
",0%,4820,2017
120,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,"1,0Mbps","2,2","1,0Mbps",,,1205,2017
121,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"97,3Mbps","226,3","97,2Mbps",,,5374,2017
122,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"11,7ms","2,3", ,"
14,8ms
",0%,21496,2017
123,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,"20,9Mbps","8,1","20,9Mbps",,,5374,2017
124,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"7,4Mbps","87,7","7,4Mbps",,,7107,2017
125,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"16,8ms","114,9", ,"
14,3ms
",0%,28428,2017
126,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,456.4kbps,"10,8",441.2kbps,,,7107,2017
127,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"16,0Mbps","94,1","16,0Mbps",,,7331,2017
128,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"10,8ms","20,8", ,"
13,4ms
",0%,29324,2017
129,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,921.8kbps,"19,4",912.3kbps,,,7331,2017
130,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Piemonte,"
Lug2017Dic2017
",Download,"7,2Mbps","121,4","7,2Mbps",,,7112,2017
131,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Piemonte,"
Lug2017Dic2017
",Ping,"42,9ms","3,8", ,"
50,6ms
",0%,28448,2017
132,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Piemonte,"
Lug2017Dic2017
",Upload,536.3kbps,"8,2",532.0kbps,,,7112,2017
133,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"16,5Mbps","181,5","16,3Mbps",,,7327,2017
134,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"29,3ms","1,4", ,"
30,2ms
",0%,29308,2017
135,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,"1,0Mbps","11,8",987.4kbps,,,7327,2017
136,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Piemonte,"
Lug2017Dic2017
",Download,"7,1Mbps","0,5","7,1Mbps",,,222,2017
137,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Piemonte,"
Lug2017Dic2017
",Ping,"13,4ms","1,4", ,"
16,3ms
",0%,888,2017
138,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Piemonte,"
Lug2017Dic2017
",Upload,447.4kbps,"18,0",448.8kbps,,,222,2017
139,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Download,"17,7Mbps","38,6","17,6Mbps",,,285,2017
140,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Ping,"10,7ms","0,6", ,"
11,4ms
",0%,1140,2017
141,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Piemonte,"
Lug2017Dic2017
",Upload,878.5kbps,"5,0",879.2kbps,,,285,2017
142,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Piemonte,"
Lug2018Dic2018
",Download,"6,4Mbps","98,3","6,4Mbps",,,8468,2018
